acc,start,end,strand,chromosome,species,symbol,name,length
NP_036466.2,16666691,16935808,-1,5,Homo_sapiens,MYO10,unconventional myosin-X,269117
NP_006308.3,17275216,17275900,1,5,Homo_sapiens,BASP1,brain acid soluble protein 1,684
NP_004925.1,19473225,19838986,-1,5,Homo_sapiens,CDH18,cadherin-18 isoform 1 preproprotein,365761
NP_001304157.1,21751736,22078676,-1,5,Homo_sapiens,CDH12,cadherin-12 isoform 2 precursor,326940
NP_064612.2,23509033,23527773,1,5,Homo_sapiens,PRDM9,histone-lysine N-methyltransferase PRDM9 isoform PRDM9 B,18740
NP_001304151.1,24487662,24491669,-1,5,Homo_sapiens,CDH10,cadherin-10 isoform 2,4007
NP_057363.3,26881135,26988333,-1,5,Homo_sapiens,CDH9,cadherin-9 preproprotein,107198
NP_004923.1,31267473,31323308,1,5,Homo_sapiens,CDH6,cadherin-6 preproprotein,55835
NP_001093882.1,31401431,31529059,-1,5,Homo_sapiens,DROSHA,ribonuclease 3 isoform 2,127628
NP_060826.2,31532392,31552902,1,5,Homo_sapiens,C5orf22,UPF0489 protein C5orf22,20510
NP_835260.2,31799248,32108135,1,5,Homo_sapiens,PDZD2,PDZ domain-containing protein 2,308887
NP_071413.1,32126211,32174034,-1,5,Homo_sapiens,GOLPH3,Golgi phosphoprotein 3,47823
NP_001281273.1,32229777,32312838,-1,5,Homo_sapiens,MTMR12,myotubularin-related protein 12 isoform 3,83061
NP_057191.2,32355759,32444658,-1,5,Homo_sapiens,ZFR,zinc finger RNA-binding protein,88899
NP_006704.3,32588512,32601084,1,5,Homo_sapiens,SUB1,activated RNA polymerase II transcriptional coactivator p15,12572
NP_001191305.1,32710662,32786345,1,5,Homo_sapiens,NPR3,atrial natriuretic peptide receptor 3 isoform 3,75683
NP_001245367.1,33441086,33467708,1,5,Homo_sapiens,TARS,"threonine--tRNA ligase, cytoplasmic isoform 2",26622
NP_112217.2,33527187,33891856,-1,5,Homo_sapiens,ADAMTS12,A disintegrin and metalloproteinase with thrombospondin motifs 12 preproprotein,364669
NP_057652.1,33936740,33938150,1,5,Homo_sapiens,RXFP3,relaxin-3 receptor 1,1410
NP_057264.3,33944647,33984583,-1,5,Homo_sapiens,SLC45A2,membrane-associated transporter protein isoform a,39936
NP_001161067.1,33988307,34008019,-1,5,Homo_sapiens,AMACR,alpha-methylacyl-CoA racemase isoform 3,19712
NP_112207.1,34020582,34043125,-1,5,Homo_sapiens,C1QTNF3,complement C1q tumor necrosis factor-related protein 3 isoform a precursor,22543
NP_056392.2,34686919,34830765,1,5,Homo_sapiens,RAI14,ankycorbin isoform a,143846
NP_001304878.1,34839634,34896778,1,5,Homo_sapiens,TTC23L,tetratricopeptide repeat protein 23-like isoform 1,57144
NP_002844.1,34908764,34914892,-1,5,Homo_sapiens,RAD1,cell cycle checkpoint protein RAD1,6128
NP_060791.3,34915738,34925495,1,5,Homo_sapiens,BRIX1,ribosome biogenesis protein BRX1 homolog,9757
NP_919259.3,34929819,34954714,1,5,Homo_sapiens,DNAJC21,dnaJ homolog subfamily C member 21 isoform 1,24895
NP_001293102.1,34998718,35047892,-1,5,Homo_sapiens,AGXT2,"alanine--glyoxylate aminotransferase 2, mitochondrial isoform b precursor",49174
NP_001191247.1,35049286,35089620,-1,5,Homo_sapiens,PRLR,prolactin receptor isoform 5 precursor,40334
NP_653323.1,35617997,35670248,1,5,Homo_sapiens,SPEF2,sperm flagellar protein 2 isoform 2,52251
NP_002176.2,35856977,35876486,1,5,Homo_sapiens,IL7R,interleukin-7 receptor subunit alpha precursor,19509
NP_001036090.1,35904544,35921120,-1,5,Homo_sapiens,CAPSL,calcyphosin-like protein,16576
NP_689617.3,35954201,35991240,-1,5,Homo_sapiens,UGT3A1,UDP-glucuronosyltransferase 3A1 isoform 1 precursor,37039
NP_001161788.1,36035697,36066789,-1,5,Homo_sapiens,UGT3A2,UDP-glucuronosyltransferase 3A2 isoform 2 precursor,31092
NP_001007528.1,36104045,36143349,-1,5,Homo_sapiens,LMBRD2,LMBR1 domain-containing protein 2,39304
NP_005974.2,36152262,36182031,1,5,Homo_sapiens,SKP2,S-phase kinase-associated protein 2 isoform 1,29769
NP_694558.1,36195143,36225612,-1,5,Homo_sapiens,NADK2,"NAD kinase 2, mitochondrial isoform 2",30469
NP_001310202.1,36248640,36301416,-1,5,Homo_sapiens,RANBP3L,ran-binding protein 3-like isoform 3,52776
NP_001160168.1,36608423,36608621,1,5,Homo_sapiens,SLC1A3,excitatory amino acid transporter 1 isoform 3,198
NP_056199.2,36953696,37064023,1,5,Homo_sapiens,NIPBL,nipped-B-like protein isoform B,110327
NP_075561.3,37107601,37247698,-1,5,Homo_sapiens,C5orf42,uncharacterized protein C5orf42,140097
NP_004289.1,37291899,37364364,-1,5,Homo_sapiens,NUP155,nuclear pore complex protein Nup155 isoform 2,72465
NP_060504.1,37379367,37752573,1,5,Homo_sapiens,WDR70,WD repeat-containing protein 70,373206
NP_001265027.1,37815650,37816130,-1,5,Homo_sapiens,GDNF,glial cell line-derived neurotrophic factor isoform 5,480
NP_001265023.1,37875356,37875674,1,5,Homo_sapiens,GDNF-AS1,GDNF antisense RNA 1 (head to head) precursor,318
NP_001192230.1,38258754,38463986,1,5,Homo_sapiens,EGFLAM,pikachurin isoform 5 precursor,205232
NP_001121143.1,38481594,38530647,-1,5,Homo_sapiens,LIFR,leukemia inhibitory factor receptor precursor,49053
NP_001310433.1,38869044,38886228,1,5,Homo_sapiens,OSMR,oncostatin-M-specific receptor subunit beta isoform 2 precursor,17184
NP_001272369.1,38942303,38975570,-1,5,Homo_sapiens,RICTOR,rapamycin-insensitive companion of mTOR isoform 3,33267
NP_955367.1,39107442,39202960,-1,5,Homo_sapiens,FYB,FYN-binding protein isoform 2,95518
NP_001728.1,39285198,39364464,-1,5,Homo_sapiens,C9,complement component C9 precursor,79266
NP_001231800.1,39375018,39394320,-1,5,Homo_sapiens,DAB2,disabled homolog 2 isoform 2,19302
NP_000949.1,40680993,40692378,1,5,Homo_sapiens,PTGER4,prostaglandin E2 receptor EP4 subtype,11385
NP_036514.1,40716144,40747018,-1,5,Homo_sapiens,TTC33,tetratricopeptide repeat protein 33,30874
NP_006242.5,40762777,40798189,-1,5,Homo_sapiens,PRKAA1,5'-AMP-activated protein kinase catalytic subunit alpha-1 isoform 1,35412
NP_000988.1,40832503,40835185,-1,5,Homo_sapiens,RPL37,60S ribosomal protein L37,2682
NP_115976.2,40841382,40854446,1,5,Homo_sapiens,CARD6,caspase recruitment domain-containing protein 6,13064
NP_000578.2,40909610,40981573,1,5,Homo_sapiens,C7,complement component C7 precursor,71963
NP_775760.3,40998051,41070852,-1,5,Homo_sapiens,MROH2B,maestro heat-like repeat-containing protein family member 2B,72801
NP_000056.2,41142824,41203230,-1,5,Homo_sapiens,C6,complement component C6 precursor,60406
NP_001005473.1,41313616,41510526,-1,5,Homo_sapiens,PLCXD3,PI-PLC X domain-containing protein 3,196910
NP_000427.1,41731728,41870358,-1,5,Homo_sapiens,OXCT1,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor",138630
NP_787117.3,41904367,41917299,1,5,Homo_sapiens,C5orf51,UPF0600 protein C5orf51,12932
NP_277019.1,41925309,41934334,1,5,Homo_sapiens,FBXO4,F-box only protein 4 isoform 2,9025
NP_001229328.1,42424588,42719424,1,5,Homo_sapiens,GHR,growth hormone receptor isoform 2 precursor,294836
NP_001128320.1,42759121,42799781,1,5,Homo_sapiens,CCDC152,coiled-coil domain-containing protein 152,40660
NP_001078955.1,42800719,42808353,-1,5,Homo_sapiens,SEPP1,selenoprotein P isoform 1 precursor,7634
NP_001014301.1,43039464,43040046,-1,5,Homo_sapiens,ANXA2R,annexin-2 receptor,582
NP_001284477.1,43122053,43175133,1,5,Homo_sapiens,ZNF131,zinc finger protein 131 isoform 1,53080
NP_699192.1,43245775,43280729,1,5,Homo_sapiens,NIM1K,serine/threonine-protein kinase NIM1,34954
NP_001311151.1,43291130,43298965,-1,5,Homo_sapiens,HMGCS1,"hydroxymethylglutaryl-CoA synthase, cytoplasmic isoform 2",7835
NP_001288804.1,43381859,43388399,-1,5,Homo_sapiens,CCL28,C-C motif chemokine 28 isoform b,6540
NP_071928.2,43446221,43453969,-1,5,Homo_sapiens,TMEM267,transmembrane protein C5orf28,7748
NP_940968.1,43486914,43509339,-1,5,Homo_sapiens,C5orf34,uncharacterized protein C5orf34,22425
NP_899152.1,43527375,43555928,-1,5,Homo_sapiens,PAIP1,polyadenylate-binding protein-interacting protein 1 isoform 3,28553
NP_892022.2,43609195,43704404,1,5,Homo_sapiens,NNT,"NAD(P) transhydrogenase, mitochondrial",95209
NP_004456.1,44304994,44388682,-1,5,Homo_sapiens,FGF10,fibroblast growth factor 10 precursor,83688
NP_057724.2,44808962,44815202,1,5,Homo_sapiens,MRPS30,"28S ribosomal protein S30, mitochondrial",6240
NP_066550.2,45261920,45696093,-1,5,Homo_sapiens,HCN1,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,434173
NP_940851.1,50399272,50441151,-1,5,Homo_sapiens,EMB,embigin precursor,41879
NP_078891.2,50667095,50842068,1,5,Homo_sapiens,PARP8,poly [ADP-ribose] polymerase 8 isoform 1,174973
NP_002193.2,51383671,51393610,1,5,Homo_sapiens,ISL1,insulin gene enhancer protein ISL-1,9939
NP_852478.1,52788353,52952451,1,5,Homo_sapiens,ITGA1,integrin alpha-1 precursor,164098
NP_002194.2,52989468,53090599,1,5,Homo_sapiens,ITGA2,integrin alpha-2 precursor,101131
NP_004522.1,53098601,53107174,-1,5,Homo_sapiens,MOCS2,molybdopterin synthase catalytic subunit large subunit MOCS2B,8573
NP_006341.1,53480791,53485688,1,5,Homo_sapiens,FST,follistatin isoform FST317 precursor,4897
NP_001304980.1,53560662,53683130,1,5,Homo_sapiens,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial isoform 2 precursor",122468
NP_061960.1,53886560,54310479,-1,5,Homo_sapiens,ARL15,ADP-ribosylation factor-like protein 15,423919
NP_006299.1,54455789,54456242,1,5,Homo_sapiens,HSPB3,heat shock protein beta-3,453
NP_443102.2,54517952,54519839,1,5,Homo_sapiens,SNX18,sorting nexin-18 isoform b,1887
NP_001129076.1,54979331,54985517,-1,5,Homo_sapiens,ESM1,endothelial cell-specific molecule 1 isoform b precursor,6186
NP_002095.1,55024322,55033926,1,5,Homo_sapiens,GZMK,granzyme K precursor,9604
NP_006135.1,55102682,55110182,1,5,Homo_sapiens,GZMA,granzyme A precursor,7500
NP_001139206.2,55114217,55173000,-1,5,Homo_sapiens,CDC20B,cell division cycle protein 20 homolog B isoform 2,58783
NP_001293127.1,55160192,55164123,1,5,Homo_sapiens,GPX8,probable glutathione peroxidase 8 isoform c,3931
NP_001177716.1,55220365,55227138,-1,5,Homo_sapiens,MCIDAS,multicilin,6773
NP_066970.3,55231374,55233523,-1,5,Homo_sapiens,CCNO,cyclin-O,2149
NP_061903.2,55256487,55307573,-1,5,Homo_sapiens,DHX29,ATP-dependent RNA helicase DHX29,51086
NP_056175.3,55308013,55424772,1,5,Homo_sapiens,SKIV2L2,superkiller viralicidic activity 2-like 2,116759
NP_003702.2,55425205,55534629,-1,5,Homo_sapiens,PLPP1,phospholipid phosphatase 1 isoform 1,109424
NP_001269358.1,55626493,55669616,-1,5,Homo_sapiens,SLC38A9,sodium-coupled neutral amino acid transporter 9 isoform 4,43123
NP_077726.1,55738963,55816540,1,5,Homo_sapiens,DDX4,probable ATP-dependent RNA helicase DDX4 isoform 1,77577
NP_001284499.1,55851570,55908659,1,5,Homo_sapiens,IL31RA,interleukin-31 receptor subunit alpha isoform 6,57089
NP_001177910.1,55941081,55976278,-1,5,Homo_sapiens,IL6ST,interleukin-6 receptor subunit beta isoform 3 precursor,35197
NP_078945.2,56100182,56232913,-1,5,Homo_sapiens,ANKRD55,ankyrin repeat domain-containing protein 55,132731
NP_001273982.1,56511721,56556172,-1,5,Homo_sapiens,C5orf67,uncharacterized protein C5orf67,44451
XP_016865616.1,56771005,56771924,-1,5,Homo_sapiens,LOC105378979,growth/differentiation factor 3,919
NP_005912.1,56815573,56893680,1,5,Homo_sapiens,MAP3K1,mitogen-activated protein kinase kinase kinase 1,78107
NP_001309948.1,56909645,56914036,1,5,Homo_sapiens,SETD9,SET domain-containing protein 9 isoform 4,4391
NP_689835.3,56923127,56952102,-1,5,Homo_sapiens,MIER3,mesoderm induction early response protein 3 isoform 3,28975
NP_001120708.1,57214130,57262752,1,5,Homo_sapiens,GPBP1,vasculin isoform 2,48622
NP_001017992.1,57481576,57482707,-1,5,Homo_sapiens,ACTBL2,beta-actin-like protein 2,1131
NP_001239155.1,58454582,58459959,-1,5,Homo_sapiens,PLK2,serine/threonine-protein kinase PLK2 isoform 2,5377
NP_689900.1,58494536,58495010,1,5,Homo_sapiens,GAPT,protein GAPT,474
NP_001304844.1,58582396,58851351,1,5,Homo_sapiens,RAB3C,ras-related protein Rab-3C isoform 2,268955
NP_001184152.1,58974663,58999536,-1,5,Homo_sapiens,PDE4D,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D isoform PDE4D6",24873
NP_001138680.1,60597752,60700093,-1,5,Homo_sapiens,DEPDC1B,DEP domain-containing protein 1B isoform 2,102341
NP_001284547.1,60754623,60767897,-1,5,Homo_sapiens,ELOVL7,elongation of very long chain fatty acids protein 7 isoform 3,13274
NP_001277214.1,60874614,60918286,-1,5,Homo_sapiens,ERCC8,DNA excision repair protein ERCC-8 isoform 4,43672
NP_777549.1,60945255,61152955,1,5,Homo_sapiens,NDUFAF2,"mimitin, mitochondrial",207700
NP_001041714.1,61159946,61160171,-1,5,Homo_sapiens,SMIM15,small integral membrane protein 15,225
NP_065979.1,61332272,61544317,1,5,Homo_sapiens,ZSWIM6,zinc finger SWIM domain-containing protein 6,212045
NP_775938.1,61643363,61704033,1,5,Homo_sapiens,C5orf64,uncharacterized protein C5orf64,60670
NP_001091981.1,62306472,62385569,1,5,Homo_sapiens,KIF2A,kinesin-like protein KIF2A isoform 2,79097
NP_055288.1,62389009,62403772,-1,5,Homo_sapiens,DIMT1,probable dimethyladenosine transferase,14763
NP_001128251.1,62419013,62627318,1,5,Homo_sapiens,IPO11,importin-11 isoform 1,208305
NP_000515.2,63960450,63961719,-1,5,Homo_sapiens,HTR1A,5-hydroxytryptamine receptor 1A,1269
NP_848627.1,64200807,64217420,1,5,Homo_sapiens,RNF180,E3 ubiquitin-protein ligase RNF180 isoform 2,16613
NP_001025046.1,64506624,64609252,1,5,Homo_sapiens,RGS7BP,regulator of G-protein signaling 7-binding protein isoform 1,102628
NP_001157914.1,64690623,64718022,1,5,Homo_sapiens,FAM159B,membrane protein FAM159B,27399
NP_776190.1,64724383,64768517,-1,5,Homo_sapiens,SREK1IP1,protein SREK1IP1,44134
NP_001284574.1,64769146,64807806,1,5,Homo_sapiens,CWC27,peptidyl-prolyl cis-trans isomerase CWC27 homolog isoform 3,38660
NP_922932.2,65151835,65473673,-1,5,Homo_sapiens,ADAMTS6,A disintegrin and metalloproteinase with thrombospondin motifs 6 preproprotein,321838
NP_071428.2,65518474,65554907,-1,5,Homo_sapiens,CENPK,centromere protein K,36433
NP_056157.1,65563310,65587396,1,5,Homo_sapiens,PPWD1,peptidylprolyl isomerase domain and WD repeat-containing protein 1 isoform 1,24086
NP_150230.1,65590298,65624274,-1,5,Homo_sapiens,TRIM23,E3 ubiquitin-protein ligase TRIM23 isoform beta,33976
NP_001087224.1,65625060,65664611,1,5,Homo_sapiens,TRAPPC13,trafficking protein particle complex subunit 13 isoform 1,39551
NP_061945.1,65670245,65720807,-1,5,Homo_sapiens,SGTB,small glutamine-rich tetratricopeptide repeat-containing protein beta,50562
NP_065777.1,65722373,65822915,1,5,Homo_sapiens,NLN,"neurolysin, mitochondrial",100542
NP_001240628.1,65992718,66078530,1,5,Homo_sapiens,ERBIN,protein LAP2 isoform 8,85812
NP_001310462.1,66144376,66178755,1,5,Homo_sapiens,SREK1,splicing regulatory glutamine/lysine-rich protein 1 isoform f,34379
NP_942123.1,66596655,66986486,1,5,Homo_sapiens,MAST4,microtubule-associated serine/threonine-protein kinase 4 isoform b,389831
NP_005573.2,67182856,67196641,-1,5,Homo_sapiens,CD180,CD180 antigen precursor,13785
NP_852664.1,68226675,68297601,1,5,Homo_sapiens,PIK3R1,phosphatidylinositol 3-kinase regulatory subunit alpha isoform 1,70926
NP_076960.1,69094255,69104045,1,5,Homo_sapiens,SLC30A5,zinc transporter 5 isoform 2,9790
NP_114172.1,69167262,69177631,1,5,Homo_sapiens,CCNB1,G2/mitotic-specific cyclin-B1,10369
NP_075060.1,69189634,69209799,1,5,Homo_sapiens,CENPH,centromere protein H,20165
NP_150597.1,69217829,69229225,1,5,Homo_sapiens,MRPS36,"28S ribosomal protein S36, mitochondrial",11396
NP_001790.1,69234975,69277135,1,5,Homo_sapiens,CDK7,cyclin-dependent kinase 7 isoform 1,42160
NP_001284626.1,69282728,69311195,-1,5,Homo_sapiens,CCDC125,coiled-coil domain-containing protein 125 isoform 3,28467
NP_057367.1,69352060,69369490,-1,5,Homo_sapiens,AK6,adenylate kinase isoenzyme 6 isoform b,17430
NP_579917.1,69371515,69414292,1,5,Homo_sapiens,RAD17,cell cycle checkpoint protein RAD17 isoform 2,42777
NP_001033692.2,69419385,69441654,1,5,Homo_sapiens,MARVELD2,MARVEL domain-containing protein 2 isoform 1,22269
NP_001192183.1,69504244,69553671,1,5,Homo_sapiens,OCLN,occludin isoform a,49427
NP_001092198.1,69565132,69592198,1,5,Homo_sapiens,GTF2H2C,general transcription factor IIH subunit 2-like protein,27066
NP_001171558.1,70025451,70032387,1,5,Homo_sapiens,SERF1B,small EDRK-rich factor 1 isoform 1,6936
NP_059107.1,70049685,70076571,1,5,Homo_sapiens,SMN2,survival motor neuron protein isoform d,26886
XP_016865593.1,70510538,70512509,1,5,Homo_sapiens,LOC107986351,putative POM121-like protein 1-like,1971
XP_016865597.1,70529861,70530446,-1,5,Homo_sapiens,LOC107986354,uncharacterized protein LOC107986354,585
NP_075257.1,70900869,70907806,1,5,Homo_sapiens,SERF1A,small EDRK-rich factor 1 isoform 2,6937
NP_000335.1,70925103,70951991,1,5,Homo_sapiens,SMN1,survival motor neuron protein isoform d,26888
NP_004527.2,70970103,71012915,-1,5,Homo_sapiens,NAIP,baculoviral IAP repeat-containing protein 1 isoform 1,42812
NP_001506.1,71035676,71062763,-1,5,Homo_sapiens,GTF2H2,general transcription factor IIH subunit 2,27087
XP_016865595.1,71215799,71216384,-1,5,Homo_sapiens,LOC107986352,uncharacterized protein LOC107986352,585
XP_016865596.1,71233820,71234405,-1,5,Homo_sapiens,LOC107986353,uncharacterized protein LOC107986353,585
NP_060899.2,71455877,71564885,1,5,Homo_sapiens,BDP1,transcription factor TFIIIB component B'' homolog,109008
NP_071415.1,71587425,71656860,1,5,Homo_sapiens,MCCC2,"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",69435
NP_004282.1,71719293,71720615,1,5,Homo_sapiens,CARTPT,cocaine- and amphetamine-regulated transcript protein preproprotein,1322
NP_005900.2,72107531,72205239,1,5,Homo_sapiens,MAP1B,microtubule-associated protein 1B isoform 1,97708
NP_001273680.1,72220908,72297685,-1,5,Homo_sapiens,MRPS27,"28S ribosomal protein S27, mitochondrial isoform 3",76777
NP_079030.3,72320382,72358427,1,5,Homo_sapiens,PTCD2,"pentatricopeptide repeat-containing protein 2, mitochondrial isoform 1",38045
NP_689838.1,72443755,72461496,-1,5,Homo_sapiens,ZNF366,zinc finger protein 366,17741
NP_002261.3,72816737,72905410,1,5,Homo_sapiens,TNPO1,transportin-1 isoform 1,88673
NP_620137.2,72956096,73088090,1,5,Homo_sapiens,FCHO2,F-BAR domain only protein 2 isoform a,131994
NP_775761.4,73123373,73131730,1,5,Homo_sapiens,TMEM171,transmembrane protein 171 isoform 1,8357
NP_694949.1,73173243,73174165,1,5,Homo_sapiens,TMEM174,transmembrane protein 174,922
NP_004463.1,73446964,73448362,-1,5,Homo_sapiens,FOXD1,forkhead box protein D1,1398
NP_001032726.1,73498667,73505238,1,5,Homo_sapiens,BTF3,transcription factor BTF3 isoform A,6571
NP_075526.1,73552796,73562881,-1,5,Homo_sapiens,ANKRA2,ankyrin repeat family A protein 2,10085
NP_115551.2,73567344,73580094,1,5,Homo_sapiens,UTP15,U3 small nucleolar RNA-associated protein 15 homolog isoform 1,12750
NP_001073948.2,73684851,73941013,1,5,Homo_sapiens,ARHGEF28,rho guanine nucleotide exchange factor 28 isoform 1,256162
NP_001243505.1,74634715,74636266,-1,5,Homo_sapiens,ENC1,ectoderm-neural cortex protein 1 isoform 2,1551
NP_000512.1,74685260,74721175,1,5,Homo_sapiens,HEXB,beta-hexosaminidase subunit beta isoform 1 preproprotein,35915
NP_733792.1,74721654,74763742,-1,5,Homo_sapiens,GFM2,"ribosome-releasing factor 2, mitochondrial isoform 2",42088
NP_001258594.1,74767360,74776651,1,5,Homo_sapiens,NSA2,ribosome biogenesis protein NSA2 homolog isoform 2,9291
NP_056381.1,74781459,74841676,-1,5,Homo_sapiens,FAM169A,soluble lamin-associated protein of 75 kDa,60217
NP_057675.1,75028675,75030037,-1,5,Homo_sapiens,GCNT4,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",1362
NP_001157915.1,75068518,75236686,-1,5,Homo_sapiens,ANKRD31,putative ankyrin repeat domain-containing protein 31,168168
NP_000850.1,75342605,75360342,1,5,Homo_sapiens,HMGCR,3-hydroxy-3-methylglutaryl-Coenzyme A reductase isoform 1,17737
NP_112729.1,75379345,75511207,-1,5,Homo_sapiens,COL4A3BP,collagen type IV alpha-3-binding protein isoform 2,131862
NP_057302.1,75547022,75598018,1,5,Homo_sapiens,POLK,DNA polymerase kappa,50996
