acc,species,chromosome,symbol,start,end,length,strand
NP_579920.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_579921.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_579922.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_002864.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_001265551.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_579919.1,Homo_sapiens,5,RAD17,69372208,69414292,42084,1
NP_579918.1,Homo_sapiens,5,RAD17,69382044,69414292,32248,1
NP_001033692.2,Homo_sapiens,5,MARVELD2,69419385,69441654,22269,1
NP_001231663.1,Homo_sapiens,5,MARVELD2,69419385,69441654,22269,1
NP_001192183.1,Homo_sapiens,5,OCLN,69504244,69553671,49427,1
NP_002529.1,Homo_sapiens,5,OCLN,69504244,69553671,49427,1
NP_001192184.1,Homo_sapiens,5,OCLN,69513971,69553671,39700,1
NP_001092198.1,Homo_sapiens,5,GTF2H2C,69565132,69592198,27066,1
NP_075267.1,Homo_sapiens,5,SERF1B,70025451,70041740,16289,1
NP_001171558.1,Homo_sapiens,5,SERF1B,70025451,70032387,6936,1
NP_075013.1,Homo_sapiens,5,SMN2,70049685,70077033,27348,1
NP_075015.1,Homo_sapiens,5,SMN2,70049685,70077033,27348,1
NP_059107.1,Homo_sapiens,5,SMN2,70049685,70076571,26886,1
NP_075014.1,Homo_sapiens,5,SMN2,70049685,70076571,26886,1
XP_016865593.1,Homo_sapiens,5,LOC107986351,70510538,70512509,1971,1
XP_016865597.1,Homo_sapiens,5,LOC107986354,70529861,70530446,585,-1
NP_068802.1,Homo_sapiens,5,SERF1A,70900869,70917157,16288,1
NP_075257.1,Homo_sapiens,5,SERF1A,70900869,70907806,6937,1
NP_001284644.1,Homo_sapiens,5,SMN1,70925103,70952453,27350,1
NP_000335.1,Homo_sapiens,5,SMN1,70925103,70951991,26888,1
NP_075012.1,Homo_sapiens,5,SMN1,70925103,70951991,26888,1
NP_075043.1,Homo_sapiens,5,NAIP,70970103,71024373,54270,-1
NP_004527.2,Homo_sapiens,5,NAIP,70970103,71012915,42812,-1
NP_001506.1,Homo_sapiens,5,GTF2H2,71035676,71062763,27087,-1
XP_016865595.1,Homo_sapiens,5,LOC107986352,71215799,71216384,585,-1
XP_016865596.1,Homo_sapiens,5,LOC107986353,71233820,71234405,585,-1
NP_060899.2,Homo_sapiens,5,BDP1,71455877,71564885,109008,1
NP_071415.1,Homo_sapiens,5,MCCC2,71587425,71656860,69435,1
NP_004282.1,Homo_sapiens,5,CARTPT,71719293,71720615,1322,1
NP_005900.2,Homo_sapiens,5,MAP1B,72107531,72205239,97708,1
NP_001311184.1,Homo_sapiens,5,MAP1B,72186622,72205239,18617,1
NP_055899.2,Homo_sapiens,5,MRPS27,72220908,72320221,99313,-1
NP_001273677.1,Homo_sapiens,5,MRPS27,72220908,72320221,99313,-1
NP_001273680.1,Homo_sapiens,5,MRPS27,72220908,72297685,76777,-1
NP_079030.3,Homo_sapiens,5,PTCD2,72320382,72358427,38045,1
NP_001271332.1,Homo_sapiens,5,PTCD2,72320382,72358427,38045,1
NP_001271333.1,Homo_sapiens,5,PTCD2,72326710,72358427,31717,1
NP_001271334.1,Homo_sapiens,5,PTCD2,72335816,72358427,22611,1
NP_689838.1,Homo_sapiens,5,ZNF366,72443755,72461496,17741,-1
NP_002261.3,Homo_sapiens,5,TNPO1,72816737,72905410,88673,1
NP_694858.1,Homo_sapiens,5,TNPO1,72848393,72905410,57017,1
NP_620137.2,Homo_sapiens,5,FCHO2,72956096,73088090,131994,1
NP_001139504.1,Homo_sapiens,5,FCHO2,72956096,73088090,131994,1
NP_775761.4,Homo_sapiens,5,TMEM171,73123373,73131730,8357,1
NP_001154814.1,Homo_sapiens,5,TMEM171,73123373,73131730,8357,1
NP_694949.1,Homo_sapiens,5,TMEM174,73173243,73174165,922,1
NP_004463.1,Homo_sapiens,5,FOXD1,73446964,73448362,1398,-1
NP_001032726.1,Homo_sapiens,5,BTF3,73498667,73505238,6571,1
NP_001198.2,Homo_sapiens,5,BTF3,73499133,73505238,6105,1
NP_075526.1,Homo_sapiens,5,ANKRA2,73552796,73562881,10085,-1
NP_115551.2,Homo_sapiens,5,UTP15,73567344,73580094,12750,1
NP_001271359.1,Homo_sapiens,5,UTP15,73567344,73580094,12750,1
NP_001271360.1,Homo_sapiens,5,UTP15,73570608,73580094,9486,1
NP_001073948.2,Homo_sapiens,5,ARHGEF28,73684851,73941013,256162,1
NP_001171164.1,Homo_sapiens,5,ARHGEF28,73684851,73941013,256162,1
NP_001231293.1,Homo_sapiens,5,ARHGEF28,73813588,73941013,127425,1
NP_001243503.1,Homo_sapiens,5,ENC1,74634715,74636485,1770,-1
NP_001243504.1,Homo_sapiens,5,ENC1,74634715,74636485,1770,-1
NP_003624.1,Homo_sapiens,5,ENC1,74634715,74636485,1770,-1
NP_001243505.1,Homo_sapiens,5,ENC1,74634715,74636266,1551,-1
NP_000512.1,Homo_sapiens,5,HEXB,74685260,74721175,35915,1
NP_001278933.1,Homo_sapiens,5,HEXB,74705224,74721175,15951,1
NP_001268231.1,Homo_sapiens,5,GFM2,74721654,74765106,43452,-1
NP_733792.1,Homo_sapiens,5,GFM2,74721654,74763742,42088,-1
NP_115756.2,Homo_sapiens,5,GFM2,74721654,74763742,42088,-1
NP_733781.1,Homo_sapiens,5,GFM2,74736763,74763742,26979,-1
NP_055701.1,Homo_sapiens,5,NSA2,74767360,74776671,9311,1
NP_001258594.1,Homo_sapiens,5,NSA2,74767360,74776651,9291,1
NP_056381.1,Homo_sapiens,5,FAM169A,74781459,74841676,60217,-1
NP_057675.1,Homo_sapiens,5,GCNT4,75028675,75030037,1362,-1
NP_001157915.1,Homo_sapiens,5,ANKRD31,75068518,75236686,168168,-1
NP_000850.1,Homo_sapiens,5,HMGCR,75342605,75360342,17737,1
NP_001124468.1,Homo_sapiens,5,HMGCR,75342605,75360342,17737,1
NP_001123577.1,Homo_sapiens,5,COL4A3BP,75379345,75511844,132499,-1
NP_112729.1,Homo_sapiens,5,COL4A3BP,75379345,75511207,131862,-1
NP_005704.1,Homo_sapiens,5,COL4A3BP,75379345,75511207,131862,-1
NP_057302.1,Homo_sapiens,5,POLK,75547022,75598018,50996,1
NP_001263642.1,Homo_sapiens,5,ANKDD1B,75611634,75671040,59406,1
NP_001092741.1,Homo_sapiens,5,POC5,75674434,75712937,38503,-1
NP_689621.2,Homo_sapiens,5,POC5,75674434,75712384,37950,-1
NP_001284645.1,Homo_sapiens,5,SV2C,76131750,76353160,221410,1
NP_055794.3,Homo_sapiens,5,SV2C,76131750,76325547,193797,1
NP_006624.2,Homo_sapiens,5,IQGAP2,76403545,76707313,303768,1
NP_001272389.1,Homo_sapiens,5,IQGAP2,76562399,76707313,144914,1
NP_001272390.1,Homo_sapiens,5,IQGAP2,76609163,76707313,98150,1
NP_001272391.1,Homo_sapiens,5,IQGAP2,76609214,76707313,98099,1
NP_004092.1,Homo_sapiens,5,F2RL2,76617581,76623230,5649,-1
NP_001243495.1,Homo_sapiens,5,F2RL2,76617581,76618640,1059,-1
NP_001983.2,Homo_sapiens,5,F2R,76716307,76733503,17196,1
NP_001298242.1,Homo_sapiens,5,F2R,76732588,76733503,915,1
NP_005233.3,Homo_sapiens,5,F2RL1,76819182,76833801,14619,1
NP_570128.2,Homo_sapiens,5,S100Z,76875359,76877832,2473,1
NP_001873.2,Homo_sapiens,5,CRHBP,76953134,76968885,15751,1
NP_060516.2,Homo_sapiens,5,AGGF1,77030766,77063252,32486,1
NP_115743.1,Homo_sapiens,5,ZBED3,77077173,77077878,705,-1
NP_003710.1,Homo_sapiens,5,PDE8B,77210925,77426554,215629,1
NP_001025023.1,Homo_sapiens,5,PDE8B,77210925,77426554,215629,1
NP_001025025.1,Homo_sapiens,5,PDE8B,77210925,77426554,215629,1
NP_001025022.1,Homo_sapiens,5,PDE8B,77210925,77426554,215629,1
NP_001025024.1,Homo_sapiens,5,PDE8B,77210925,77426554,215629,1
NP_060738.2,Homo_sapiens,5,WDR41,77433134,77492220,59086,-1
NP_115485.1,Homo_sapiens,5,OTP,77630263,77638549,8286,-1
NP_001284669.1,Homo_sapiens,5,TBCA,77691417,77776257,84840,-1
NP_004598.1,Homo_sapiens,5,TBCA,77691417,77776257,84840,-1
NP_001284667.1,Homo_sapiens,5,TBCA,77693121,77776257,83136,-1
XP_011542076.1,Homo_sapiens,5,LOC105379045,77775790,77776159,369,-1
NP_003655.3,Homo_sapiens,5,AP3B1,78002901,78294579,291678,-1
NP_001258698.1,Homo_sapiens,5,AP3B1,78002901,78267576,264675,-1
NP_004857.4,Homo_sapiens,5,SCAMP1,78360671,78475668,114997,1
NP_001277158.1,Homo_sapiens,5,SCAMP1,78360671,78475668,114997,1
NP_005770.1,Homo_sapiens,5,LHFPL2,78488896,78510213,21317,-1
NP_000037.2,Homo_sapiens,5,ARSB,78780396,78985248,204852,-1
NP_942002.1,Homo_sapiens,5,ARSB,78816085,78985248,169163,-1
NP_037523.2,Homo_sapiens,5,DMGDH,78998081,79069620,71539,-1
NP_060084.2,Homo_sapiens,5,BHMT2,79069782,79088574,18792,1
NP_001171476.1,Homo_sapiens,5,BHMT2,79069782,79088574,18792,1
NP_001704.2,Homo_sapiens,5,BHMT,79111885,79131116,19231,1
NP_689618.4,Homo_sapiens,5,JMY,79236650,79316307,79657,1
NP_001264006.1,Homo_sapiens,5,HOMER1,79376008,79512774,136766,-1
NP_004263.1,Homo_sapiens,5,HOMER1,79376008,79512774,136766,-1
NP_001264007.1,Homo_sapiens,5,HOMER1,79376190,79512774,136584,-1
NP_776158.2,Homo_sapiens,5,PAPD4,79619648,79685273,65625,1
NP_001107865.1,Homo_sapiens,5,PAPD4,79619648,79685273,65625,1
NP_001107866.1,Homo_sapiens,5,PAPD4,79619648,79685273,65625,1
NP_001284674.1,Homo_sapiens,5,PAPD4,79619648,79685273,65625,1
NP_001284673.1,Homo_sapiens,5,PAPD4,79619648,79685273,65625,1
NP_705838.3,Homo_sapiens,5,CMYA5,79689907,79799616,109709,1
NP_001161213.1,Homo_sapiens,5,MTX3,79983683,79990204,6521,-1
NP_001010891.4,Homo_sapiens,5,MTX3,79983786,79991238,7452,-1
NP_003239.2,Homo_sapiens,5,THBS4,80035537,80083141,47604,1
NP_001293141.1,Homo_sapiens,5,THBS4,80040261,80083141,42880,1
NP_001293143.1,Homo_sapiens,5,THBS4,80040261,80083141,42880,1
NP_001293142.1,Homo_sapiens,5,THBS4,80040261,80083141,42880,1
NP_001167542.1,Homo_sapiens,5,SERINC5,80113600,80255922,142322,-1
NP_840060.1,Homo_sapiens,5,SERINC5,80113600,80255922,142322,-1
NP_001167543.1,Homo_sapiens,5,SERINC5,80143662,80255922,112260,-1
NP_115956.3,Homo_sapiens,5,SPZ1,80320215,80321508,1293,1
NP_055548.3,Homo_sapiens,5,ZFYVE16,80434147,80477377,43230,1
NP_001098721.1,Homo_sapiens,5,ZFYVE16,80434147,80477377,43230,1
NP_001271165.1,Homo_sapiens,5,ZFYVE16,80434147,80477377,43230,1
NP_001271166.1,Homo_sapiens,5,ZFYVE16,80434147,80440043,5896,1
NP_991111.2,Homo_sapiens,5,FAM151B,80488123,80541832,53709,1
NP_001004441.2,Homo_sapiens,5,ANKRD34B,80558474,80560019,1545,-1
NP_000782.1,Homo_sapiens,5,DHFR,80629086,80654489,25403,-1
NP_001277283.1,Homo_sapiens,5,DHFR,80629086,80649474,20388,-1
NP_001277286.1,Homo_sapiens,5,DHFR,80629144,80654489,25345,-1
NP_001177399.1,Homo_sapiens,5,MTRNR2L2,80649999,80650086,87,-1
NP_002430.3,Homo_sapiens,5,MSH3,80654727,80875862,221135,1
NP_008840.1,Homo_sapiens,5,RASGRF2,80960738,81225770,265032,1
NP_001816.2,Homo_sapiens,5,CKMT2,81251132,81266258,15126,1
NP_001093205.1,Homo_sapiens,5,CKMT2,81251132,81266258,15126,1
NP_001093206.1,Homo_sapiens,5,CKMT2,81251132,81266258,15126,1
NP_115656.1,Homo_sapiens,5,ZCCHC9,81304757,81312662,7905,1
NP_001124507.1,Homo_sapiens,5,ZCCHC9,81304757,81312662,7905,1
NP_001124508.1,Homo_sapiens,5,ZCCHC9,81304757,81312662,7905,1
NP_570123.1,Homo_sapiens,5,ACOT12,81330393,81394114,63721,-1
NP_001243665.1,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_001243664.1,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_001243663.1,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_001243662.1,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_036578.2,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_001243661.1,Homo_sapiens,5,SSBP2,81420503,81751042,330539,-1
NP_113670.1,Homo_sapiens,5,ATG10,81987570,82253425,265855,1
NP_001124500.1,Homo_sapiens,5,ATG10,81987570,82253425,265855,1
NP_001016.1,Homo_sapiens,5,RPS23,82276108,82278323,2215,-1
NP_001017971.1,Homo_sapiens,5,ATP6AP1L,82305401,82318300,12899,1
NP_777569.1,Homo_sapiens,5,TMEM167A,83057083,83077323,20240,-1
NP_071801.1,Homo_sapiens,5,XRCC4,83104919,83353242,248323,1
NP_001304941.1,Homo_sapiens,5,XRCC4,83104919,83353242,248323,1
NP_072044.1,Homo_sapiens,5,XRCC4,83104919,83353242,248323,1
NP_003392.1,Homo_sapiens,5,XRCC4,83104919,83353242,248323,1
NP_001304942.1,Homo_sapiens,5,XRCC4,83104919,83310828,205909,1
NP_004376.2,Homo_sapiens,5,VCAN,83483518,83580434,96916,1
NP_001157570.1,Homo_sapiens,5,VCAN,83483518,83580434,96916,1
NP_001157569.1,Homo_sapiens,5,VCAN,83483518,83580434,96916,1
NP_001119808.1,Homo_sapiens,5,VCAN,83483518,83580434,96916,1
NP_001875.1,Homo_sapiens,5,HAPLN1,83641495,83673523,32028,-1
NP_001265571.1,Homo_sapiens,5,EDIL3,83943418,84384374,440956,-1
NP_005702.3,Homo_sapiens,5,EDIL3,83943418,84384374,440956,-1
NP_001858.1,Homo_sapiens,5,COX7C,86618055,86619469,1414,1
NP_002881.1,Homo_sapiens,5,RASA1,87268451,87390883,122432,1
NP_072179.1,Homo_sapiens,5,RASA1,87269047,87390883,121836,1
NP_001230.1,Homo_sapiens,5,CCNH,87394445,87412794,18349,-1
NP_001186118.1,Homo_sapiens,5,CCNH,87394445,87411304,16859,-1
NP_001275936.1,Homo_sapiens,5,TMEM161B,88190051,88268723,78672,-1
NP_699185.1,Homo_sapiens,5,TMEM161B,88196210,88268723,72513,-1
NP_001275937.1,Homo_sapiens,5,TMEM161B,88196210,88240886,44676,-1
NP_001180277.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001180278.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001124477.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001180276.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001294931.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_002388.2,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001180279.1,Homo_sapiens,5,MEF2C,88722603,88823788,101185,-1
NP_001284697.1,Homo_sapiens,5,CETN3,90394063,90409661,15598,-1
NP_004356.2,Homo_sapiens,5,CETN3,90394063,90409661,15598,-1
NP_001284694.1,Homo_sapiens,5,CETN3,90394063,90409661,15598,-1
NP_981951.1,Homo_sapiens,5,MBLAC2,90461166,90474292,13126,-1
NP_006458.2,Homo_sapiens,5,POLR3G,90485567,90512139,26572,1
NP_938014.1,Homo_sapiens,5,LYSMD3,90518818,90525289,6471,-1
NP_001273741.1,Homo_sapiens,5,LYSMD3,90519296,90525289,5993,-1
NP_115495.3,Homo_sapiens,5,ADGRV1,90558895,91163900,605005,1
NP_065852.1,Homo_sapiens,5,ARRDC3,91371399,91383092,11693,-1
NP_005645.1,Homo_sapiens,5,NR2F1,93585023,93593842,8819,1
NP_114431.2,Homo_sapiens,5,FAM172A,93620986,94074751,453765,-1
NP_001156890.1,Homo_sapiens,5,FAM172A,93620986,94053195,432209,-1
NP_001156889.1,Homo_sapiens,5,FAM172A,93620986,94053195,432209,-1
NP_694948.1,Homo_sapiens,5,POU5F2,93740576,93741563,987,-1
NP_001139150.1,Homo_sapiens,5,KIAA0825,94154006,94537126,383120,-1
NP_775936.1,Homo_sapiens,5,KIAA0825,94520242,94537126,16884,-1
NP_115666.2,Homo_sapiens,5,SLF1,94628810,94695312,66502,1
NP_078993.4,Homo_sapiens,5,MCTP1,94707495,95284575,577080,-1
NP_001284706.1,Homo_sapiens,5,MCTP1,94707495,95081482,373987,-1
NP_001002796.1,Homo_sapiens,5,MCTP1,94707495,95081482,373987,-1
NP_689761.2,Homo_sapiens,5,FAM81B,95391389,95450282,58893,1
NP_055454.1,Homo_sapiens,5,TTC37,95464606,95547150,82544,-1
NP_937793.1,Homo_sapiens,5,ARSK,95555278,95603526,48248,1
NP_954713.1,Homo_sapiens,5,GPR150,95620275,95621580,1305,1
NP_001124537.1,Homo_sapiens,5,RFESD,95652271,95656309,4038,1
NP_001124538.1,Homo_sapiens,5,RFESD,95652271,95656309,4038,1
NP_775498.1,Homo_sapiens,5,RFESD,95654061,95656309,2248,1
NP_114158.2,Homo_sapiens,5,SPATA9,95658622,95682854,24232,-1
NP_055714.3,Homo_sapiens,5,RHOBTB3,95731682,95793174,61492,1
NP_001112362.1,Homo_sapiens,5,GLRX,95816512,95822662,6150,-1
NP_001230587.1,Homo_sapiens,5,GLRX,95816512,95822662,6150,-1
NP_001230588.1,Homo_sapiens,5,GLRX,95816512,95822662,6150,-1
NP_002055.1,Homo_sapiens,5,GLRX,95816512,95822662,6150,-1
NP_036213.2,Homo_sapiens,5,ELL2,95888870,95961721,72851,-1
NP_000430.3,Homo_sapiens,5,PCSK1,96393000,96433042,40042,-1
NP_001171346.1,Homo_sapiens,5,PCSK1,96393000,96432121,39121,-1
NP_001035905.1,Homo_sapiens,5,CAST,96662422,96771679,109257,1
NP_001177371.1,Homo_sapiens,5,CAST,96722677,96771679,49002,1
NP_775083.1,Homo_sapiens,5,CAST,96722677,96771679,49002,1
NP_001271142.1,Homo_sapiens,5,CAST,96722677,96771679,49002,1
NP_001271141.1,Homo_sapiens,5,CAST,96722677,96771679,49002,1
NP_057526.3,Homo_sapiens,5,ERAP1,96763199,96803926,40727,-1
NP_001185470.1,Homo_sapiens,5,ERAP1,96776395,96803926,27531,-1
NP_001035548.1,Homo_sapiens,5,ERAP1,96776395,96803926,27531,-1
NP_071745.1,Homo_sapiens,5,ERAP2,96879685,96917605,37920,1
NP_001123612.1,Homo_sapiens,5,ERAP2,96879685,96917605,37920,1
XP_005272207.1,Homo_sapiens,5,LOC101929747,96935370,96936075,705,-1
NP_005566.2,Homo_sapiens,5,LNPEP,96936155,97028533,92378,1
NP_787116.2,Homo_sapiens,5,LNPEP,96979160,97028533,49373,1
NP_694966.3,Homo_sapiens,5,LIX1,97094747,97142576,47829,-1
NP_060813.2,Homo_sapiens,5,RIOK2,97163060,97183191,20131,-1
NP_001153221.1,Homo_sapiens,5,RIOK2,97167438,97183191,15753,-1
NP_001012779.2,Homo_sapiens,5,RGMB,98770668,98793753,23085,1
NP_001261.2,Homo_sapiens,5,CHD1,98856379,98926386,70007,-1
NP_940909.1,Homo_sapiens,5,FAM174A,100535530,100586184,50654,1
NP_005659.1,Homo_sapiens,5,ST8SIA4,100811846,100902955,91109,-1
NP_778222.1,Homo_sapiens,5,ST8SIA4,100886338,100902955,16617,-1
NP_851322.3,Homo_sapiens,5,SLCO4C1,102236857,102296262,59405,-1
NP_001294943.1,Homo_sapiens,5,SLCO6A1,102373351,102498844,125493,-1
NP_001275933.1,Homo_sapiens,5,SLCO6A1,102373351,102498844,125493,-1
NP_001275931.1,Homo_sapiens,5,SLCO6A1,102373351,102498844,125493,-1
NP_775759.3,Homo_sapiens,5,SLCO6A1,102373351,102498844,125493,-1
NP_001306872.1,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_000910.2,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_001170777.1,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_620121.1,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_620177.1,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_620176.1,Homo_sapiens,5,PAM,102866195,103029065,162870,1
NP_060146.2,Homo_sapiens,5,GIN1,103087897,103108707,20810,-1
NP_001304883.1,Homo_sapiens,5,GIN1,103087897,103104738,16841,-1
NP_001268400.1,Homo_sapiens,5,PPIP5K2,103129589,103201634,72045,1
NP_001263206.1,Homo_sapiens,5,PPIP5K2,103129589,103201634,72045,1
NP_056031.2,Homo_sapiens,5,PPIP5K2,103129589,103201634,72045,1
NP_149988.1,Homo_sapiens,5,C5orf30,103275919,103276540,621,1
NP_001303898.1,Homo_sapiens,5,C5orf30,103275919,103276540,621,1
NP_001303897.1,Homo_sapiens,5,C5orf30,103275919,103276540,621,1
NP_001287670.1,Homo_sapiens,5,NUDT12,103550860,103560248,9388,-1
NP_113626.1,Homo_sapiens,5,NUDT12,103550860,103560248,9388,-1
NP_001953.1,Homo_sapiens,5,EFNA5,107381254,107670613,289359,-1
NP_001156787.2,Homo_sapiens,5,FBXL17,107861719,108381691,519972,-1
NP_005237.2,Homo_sapiens,5,FER,108798182,109187575,389393,1
NP_001294967.1,Homo_sapiens,5,FER,108798182,108841841,43659,1
NP_001294957.1,Homo_sapiens,5,FER,108867810,109187575,319765,1
NP_001294960.1,Homo_sapiens,5,FER,108924660,109187575,262915,1
NP_055634.3,Homo_sapiens,5,PJA2,109337230,109383433,46203,-1
NP_002363.2,Homo_sapiens,5,MAN2A1,109690417,109866998,176581,1
NP_001034852.3,Homo_sapiens,5,TMEM232,110420579,110667352,246773,-1
NP_001290179.1,Homo_sapiens,5,SLC25A46,110738237,110761782,23545,1
NP_620128.1,Homo_sapiens,5,SLC25A46,110739119,110761782,22663,1
NP_001290178.1,Homo_sapiens,5,SLC25A46,110739119,110761782,22663,1
NP_149024.1,Homo_sapiens,5,TSLP,111071890,111076074,4184,1
NP_612561.2,Homo_sapiens,5,TSLP,111073582,111076074,2492,1
NP_644810.1,Homo_sapiens,5,WDR36,111092288,111126883,34595,1
NP_001310303.1,Homo_sapiens,5,CAMK4,111224483,111484466,259983,1
NP_001310304.1,Homo_sapiens,5,CAMK4,111224483,111484466,259983,1
NP_001735.1,Homo_sapiens,5,CAMK4,111224483,111484466,259983,1
NP_001310306.1,Homo_sapiens,5,CAMK4,111449169,111484466,35297,1
NP_001310305.1,Homo_sapiens,5,CAMK4,111449169,111484466,35297,1
NP_631903.1,Homo_sapiens,5,STARD4,111499885,111507433,7548,-1
NP_001294985.1,Homo_sapiens,5,STARD4,111499885,111507433,7548,-1
NP_001294990.1,Homo_sapiens,5,STARD4,111499885,111501997,2112,-1
NP_001294988.1,Homo_sapiens,5,STARD4,111499885,111501997,2112,-1
NP_001294989.1,Homo_sapiens,5,STARD4,111499885,111501104,1219,-1
NP_001294986.1,Homo_sapiens,5,STARD4,111500918,111507433,6515,-1
NP_001294987.1,Homo_sapiens,5,STARD4,111500918,111507433,6515,-1
NP_001135946.1,Homo_sapiens,5,NREP,111730920,111976739,245819,-1
NP_001135947.1,Homo_sapiens,5,NREP,111730920,111976739,245819,-1
NP_001135948.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135949.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135950.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135951.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135952.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135953.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135954.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_001135955.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_004763.1,Homo_sapiens,5,NREP,111730920,111755772,24852,-1
NP_071423.3,Homo_sapiens,5,EPB41L4A,112164989,112419039,254050,-1
NP_001120983.2,Homo_sapiens,5,APC,112707717,112844126,136409,1
NP_001120982.1,Homo_sapiens,5,APC,112754890,112844126,89236,1
NP_000029.2,Homo_sapiens,5,APC,112754890,112844126,89236,1
NP_001191128.1,Homo_sapiens,5,SRP19,112861376,112891607,30231,1
NP_003126.1,Homo_sapiens,5,SRP19,112861376,112867537,6161,1
NP_001191123.1,Homo_sapiens,5,SRP19,112861376,112867537,6161,1
NP_001191125.1,Homo_sapiens,5,SRP19,112861376,112867415,6039,1
NP_001191122.1,Homo_sapiens,5,SRP19,112861376,112867403,6027,1
NP_005660.4,Homo_sapiens,5,REEP5,112878785,112922190,43405,-1
NP_689837.2,Homo_sapiens,5,DCP2,112976933,113013484,36551,1
NP_001229306.1,Homo_sapiens,5,DCP2,112976933,113013484,36551,1
NP_001078846.1,Homo_sapiens,5,MCC,113027301,113488414,461113,-1
NP_002378.1,Homo_sapiens,5,MCC,113027301,113294385,267084,-1
NP_114417.1,Homo_sapiens,5,TSSK1B,113433735,113434839,1104,-1
NP_073739.3,Homo_sapiens,5,YTHDC2,113513895,113593383,79488,1
NP_067627.2,Homo_sapiens,5,KCNN2,114362775,114496182,133407,1
NP_740721.1,Homo_sapiens,5,KCNN2,114463091,114496182,33091,1
NP_001265133.1,Homo_sapiens,5,KCNN2,114463091,114496182,33091,1
NP_061170.2,Homo_sapiens,5,TRIM36,115126502,115180037,53535,-1
NP_001287688.1,Homo_sapiens,5,TRIM36,115126502,115169634,43132,-1
NP_001287681.1,Homo_sapiens,5,TRIM36,115126502,115147227,20725,-1
NP_001017397.1,Homo_sapiens,5,TRIM36,115171102,115180037,8935,-1
NP_001017398.1,Homo_sapiens,5,TRIM36,115177749,115180037,2288,-1
NP_005014.2,Homo_sapiens,5,PGGT1B,115212401,115262851,50450,-1
NP_001035530.1,Homo_sapiens,5,CCDC112,115267875,115296543,28668,-1
NP_689762.2,Homo_sapiens,5,CCDC112,115267875,115279758,11883,-1
NP_064562.1,Homo_sapiens,5,FEM1C,115524307,115543493,19186,-1
NP_001157940.1,Homo_sapiens,5,TMED7-TICAM2,115580548,115625792,45244,-1
NP_067681.1,Homo_sapiens,5,TICAM2,115580548,115581256,708,-1
NP_001157941.1,Homo_sapiens,5,TMED7-TICAM2,115581314,115625792,44478,-1
NP_861974.1,Homo_sapiens,5,TMED7,115616208,115625792,9584,-1
NP_001310495.1,Homo_sapiens,5,CDO1,115805432,115816397,10965,-1
NP_001792.2,Homo_sapiens,5,CDO1,115805432,115816397,10965,-1
NP_001310494.1,Homo_sapiens,5,CDO1,115805432,115816397,10965,-1
NP_001310496.1,Homo_sapiens,5,CDO1,115805432,115813212,7780,-1
NP_004698.3,Homo_sapiens,5,ATG12,115831803,115841552,9749,-1
NP_001264712.1,Homo_sapiens,5,ATG12,115832602,115841552,8950,-1
NP_001275.1,Homo_sapiens,5,AP3S1,115842037,115913490,71453,1
NP_001305023.1,Homo_sapiens,5,AP3S1,115842037,115913490,71453,1
NP_001305020.1,Homo_sapiens,5,AP3S1,115842037,115913490,71453,1
NP_001305019.1,Homo_sapiens,5,AP3S1,115842037,115913490,71453,1
NP_001305022.1,Homo_sapiens,5,AP3S1,115842037,115906856,64819,1
NP_001002924.2,Homo_sapiens,5,AP3S1,115853011,115913490,60479,1
NP_776161.3,Homo_sapiens,5,LVRN,115962617,116026118,63501,1
NP_001182510.1,Homo_sapiens,5,ARL14EPL,116051465,116058947,7482,1
